ABLG,AlternateID,CommonNameOLD,FamilyOLD,GenusOLD,SpeciesNameOLD,DonatingLab,Collector,CollectionDate,CollectionYear,CollectionMonth,CollectionDay,StateCountry,MarineRegion,FreshwaterWatershed,Location1,Location2,StartLatitudeDD,StartLongitudeDD,EndLatitudeDD,EndLongitudeDD,EstimatedLatLongYesNo,CruiseID,HaulID,StationID,Equipment_Gear,DepthM,StartDepthM,EndDepthM,TempC,Habitat,LengthMM,LengthType,FishDepthMM,WeightG,Lifestage,AgeYRS,Sex,CaptureTime,ReleaseTime,IdentifiedBy,Preservation,SampleRoom,SampleLocation,SampleSublocation,ExtractedBy,ExtractionDate,ExtractionMethod,ExtractionPlate,ExtractionWell,DNAngul,DNAquality,DNAroom,DNAlocation,DNAsublocation,Comments,WGSDateYYYYMMDD,WGSBatchID,WGSLaneID,WGSDate2YYYYMMDD,WGSBatchID2,WGSLaneID2,GTSeqDateYYYYMMDD,GTSeqPanel,GTSeqDate2YYYYMMDD,GTSeqPanel2,GTSeqDate3YYYYMMDD,GTSeqPanel3
37220,BD063;X350,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2022,7,21,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Biopsy Dart,,,,,,,,,,,18.1,F,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,E08,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37221,BD064;X609,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2022,7,21,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Biopsy Dart,,,,,,,,,,,8.1,F,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,F08,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37222,BD065;T492,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2022,7,20,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Biopsy Dart,,,,,,,,,,,8.1,M,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,G08,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37223,BD066;X322,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2022,7,21,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Biopsy Dart,,,,,,,,,,,18.1,F,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,H08,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37224,BD067;X240,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2022,7,22,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Biopsy Dart,,,,,,,,,,,20.1,F,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,A09,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37225,BD068;X429_788,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2022,7,15,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Biopsy Dart,,,,,,,,,,,14.1,F,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,B09,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37226,BD069;X528,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2022,7,21,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Biopsy Dart,,,,,,,,,,,12.1,F,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,C09,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37227,BD070;X442,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2022,7,22,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Biopsy Dart,,,,,,,,,,,14.1,M,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,D09,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37228,BD072;X650,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2022,7,9,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Biopsy Dart,,,,,,,,,,,8.1,M,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,E09,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37229,BD073;X631,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2022,7,15,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Biopsy Dart,,,,,,,,,,,8.1,F,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,F09,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37230,BD074;=740,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2022,6,30,AK; USA,,,Eastern DPS,,58.54,-137.6,,,yes,,,,Biopsy Dart,,,,,,,,,,,13,F,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,G09,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37231,BD075;W95,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2022,6,30,AK; USA,,,Eastern DPS,,58.54,-137.6,,,yes,,,,Biopsy Dart,,,,,,,,,,,20.1,F,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,H09,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37232,BD076;=932,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2022,6,28,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Biopsy Dart,,,,,,,,,,,16,M,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,A10,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37233,BD077;6V,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2022,7,1,AK; USA,,,Eastern DPS,,58.54,-137.6,,,yes,,,,Biopsy Dart,,,,,,,,,,,6,F,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,B10,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37234,BD078;27V,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2022,7,5,AK; USA,,,Eastern DPS,,58.54,-137.6,,,yes,,,,Biopsy Dart,,,,,,,,,,,6.1,M,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,C10,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37235,BD079;71V,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2022,7,9,AK; USA,,,Eastern DPS,,58.54,-137.6,,,yes,,,,Biopsy Dart,,,,,,,,,,,6.1,M,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,D10,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37236,BD080;65V,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2022,7,5,AK; USA,,,Eastern DPS,,58.54,-137.6,,,yes,,,,Biopsy Dart,,,,,,,,,,,6.1,M,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,E10,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37237,NEC081;=171_2005139,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2005,8,11,AK; USA,,,Eastern DPS,,58.54,-137.6,,,yes,,,,Necropsy,,,,,,,,,,,6.2,M,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,F10,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37238,LC082;X275_791,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2022,10,18,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Live Capture,,,,,,,,,,,18.4,F,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,G10,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37239,LC083;=974_796,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2022,10,22,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Live Capture,,,,,,,,,,,10.4,F,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,H10,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37240,BD084;=730,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2023,6,30,AK; USA,,,Eastern DPS,,58.54,-137.6,,,yes,,,,Biopsy Dart,,,,,,,,,,,14,F,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,A11,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37241,BD085;W348@,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2023,6,29,AK; USA,,,Eastern DPS,,58.54,-137.6,,,yes,,,,Biopsy Dart,,,,,,,,,,,18,M,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,B11,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37242,BD086;J233,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2023,7,1,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Biopsy Dart,,,,,,,,,,,18.1,F,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,C11,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37243,BD087;6V,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2023,6,30,AK; USA,,,Eastern DPS,,58.54,-137.6,,,yes,,,,Biopsy Dart,,,,,,,,,,,7,F,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,D11,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37244,BD088;=932,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2023,7,5,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Biopsy Dart,,,,,,,,,,,17.1,M,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,E11,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37245,BD089;21V,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2023,7,9,AK; USA,,,Eastern DPS,,58.54,-137.6,,,yes,,,,Biopsy Dart,,,,,,,,,,,7.1,M,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,F11,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37246,BD090;23V,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2023,6,8,AK; USA,,,Eastern DPS,,58.54,-137.6,,,yes,,,,Biopsy Dart,,,,,,,,,,,7,M,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,G11,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37247,BD091;X648,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2023,7,17,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Biopsy Dart,,,,,,,,,,,9.1,F,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,H11,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37248,BD092;X583,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2023,7,17,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Biopsy Dart,,,,,,,,,,,9.1,F,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,A12,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37249,BD093;X281,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2023,7,19,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Biopsy Dart,,,,,,,,,,,19.1,F,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,B12,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37250,BD095;T377,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2023,7,21,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Biopsy Dart,,,,,,,,,,,13.1,M,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,C12,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37251,BD096;T323,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2023,7,24,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Biopsy Dart,,,,,,,,,,,15.1,F,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,D12,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37252,BD097;X270,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2023,7,24,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Biopsy Dart,,,,,,,,,,,19.1,F,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,E12,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37253,BD098;X5,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2023,7,24,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Biopsy Dart,,,,,,,,,,,23.1,F,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,F12,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37254,BD100;X591,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2023,7,25,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Biopsy Dart,,,,,,,,,,,9.1,F,,,,Ethanol,,,,Jamie,20240531,Macherey-Nagel,DNA0147,G12,,,L212,F212_1,DNA0141 - DNA0160,,,,,,,,,,,,,
37255,NEC101;T395_2023004,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2023,1,23,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Necropsy,,,,,,,,,,,12.6,M,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37256,LC102;T91_158,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2001,3,9,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Live Capture,,,,,,,,,,,0.7,M,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37257,LC103;=286_286,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2001,11,10,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Live Capture,,,,,,,,,,,1.4,F,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37258,LC104;J45_312,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2002,5,14,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Live Capture,,,,,,,,,,,0.9,M,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37259,LC105;J56_314,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2002,5,14,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Live Capture,,,,,,,,,,,0.9,M,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37260,LC106;J65_326,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2002,5,18,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Live Capture,,,,,,,,,,,0.9,M,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37261,LC107;X148_333,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2002,5,20,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Live Capture,,,,,,,,,,,1.9,M,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37262,LC108;J35_335,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2002,5,21,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Live Capture,,,,,,,,,,,0.9,F,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37263,LC109;H70_340,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2002,6,18,AK; USA,,,Eastern DPS,,58.54,-137.6,,,yes,,,,Live Capture,,,,,,,,,,,1,M,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37264,LC110;H54_356,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2002,6,21,AK; USA,,,Eastern DPS,,58.54,-137.6,,,yes,,,,Live Capture,,,,,,,,,,,1,M,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37265,LC111;X252_438,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2003,11,14,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Live Capture,,,,,,,,,,,1.4,M,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37266,LC112;X196_441,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2003,11,14,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,Live Capture,,,,,,,,,,,1.4,F,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37267,LC113;H325_503,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2004,8,19,AK; USA,,,Eastern DPS,,58.54,-137.6,,,yes,,,,Live Capture,,,,,,,,,,,1.2,M,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37268,MT001;SSL2022 789PWS,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2022,10,17,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,,,,,,,,,,,adult,,F,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37269,MT002;SSL2022 790PWS,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2022,10,18,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,,,,,,,,,,,adult,,F,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37270,MT004;SSL2022 792PWS,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2022,10,19,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,,,,,,,,,,,adult,,F,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37271,MT005;SSL2022 793PWS,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2022,10,19,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,,,,,,,,,,,adult,,F,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37272,MT006;SSL2022 794PWS,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2022,10,21,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,,,,,,,,,,,adult,,F,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37273,MT007;SSL2022 795PWS,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2022,10,21,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,,,,,,,,,,,adult,,F,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37274,MT009;SSL2022 797PWS,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2022,10,23,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,,,,,,,,,,,adult,,F,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37275,MT010;SSL2022 798PWS,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2022,10,24,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,,,,,,,,,,,adult,,F,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37276,MT011;SSL2022 799PWS,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2022,10,24,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,,,,,,,,,,,adult,,F,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37277,MT012;SSL2023 801KOD,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2023,10,17,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,,,,,,,,,,,adult,,F,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37278,MT013;SSL2023 802KOD,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2023,10,21,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,,,,,,,,,,,adult,,F,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37279,MT014;SSL2023 803KOD,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2023,10,22,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,,,,,,,,,,,adult,,F,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37280,MT015;SSL2023 804KOD,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2023,10,23,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,,,,,,,,,,,adult,,F,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37281,MT016;SSL2023 805KOD,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2023,10,24,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,,,,,,,,,,,adult,,F,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37282,MT017;SSL2023 806KOD,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2023,10,24,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,,,,,,,,,,,adult,,F,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37283,MT018;SSL2023 807KOD,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2023,10,25,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,,,,,,,,,,,adult,,F,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37284,MT019;SSL2023 808KOD,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2023,10,26,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,,,,,,,,,,,adult,,F,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37285,MT020;SSL2023 809KOD,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2023,10,27,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,,,,,,,,,,,adult,,F,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37286,MT021;SSL2023 810KOD,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2023,10,28,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,,,,,,,,,,,adult,,F,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37287,MT022;2022-214,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2022,10,24,AK; USA,,,Western DPS,,56.89,-154.76,,,yes,,,,,,,,,,,,,,adult,,F,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37288,MT023;2023-003,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2023,1,10,AK; USA,,,Eastern DPS,,58.54,-137.6,,,yes,,,,,,,,,,,,,,,0.5,F,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,
37289,MT030;Mist,Steller Sea Lion,Otariidae,Eumetopias,Eumetopias jubatus,ADFG-Kelly Hastings,,,2023,1,24,AK; USA,,,Alaska SeaLife Center,,60.1,-149.44,,,yes,,,,,,,,,,,,,,,2.6,F,,,,Ethanol,,,,,,,,,,,,,DNA0141 - DNA0160,,,,,,,,,,,,,